,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Total,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 14.97 ± 0.05%
Acc: 86.85 ± 0.08%
Miss: 0.01 ± 0.00%","Cov: 17.23 ± 0.05%
Acc: 85.03 ± 0.49%
Miss: 0.10 ± 0.01%","Cov: 24.62 ± 0.05%
Acc: 84.20 ± 0.31%
Miss: 0.19 ± 0.01%","Cov: 33.15 ± 0.06%
Acc: 83.55 ± 0.11%
Miss: 0.46 ± 0.02%","Cov: 43.66 ± 0.06%
Acc: 82.30 ± 0.08%
Miss: 0.67 ± 0.01%","Cov: 53.75 ± 0.06%
Acc: 80.96 ± 0.07%
Miss: 0.93 ± 0.02%","Cov: 63.85 ± 0.06%
Acc: 79.91 ± 0.07%
Miss: 1.07 ± 0.02%","Cov: 73.85 ± 0.05%
Acc: 78.56 ± 0.06%
Miss: 0.89 ± 0.01%","Cov: 83.13 ± 0.05%
Acc: 77.58 ± 0.06%
Miss: 0.62 ± 0.01%","Cov: 91.42 ± 0.03%
Acc: 76.76 ± 0.06%
Miss: 0.35 ± 0.01%","Cov: 95.69 ± 0.03%
Acc: 76.37 ± 0.09%
Miss: 0.16 ± 0.00%","Cov: 99.25 ± 0.01%
Acc: 76.18 ± 0.07%
Miss: 0.03 ± 0.00%"
Class_0,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 13.37 ± 0.13%
Acc: 79.31 ± 0.71%
Miss: 0.00 ± 0.00%","Cov: 13.92 ± 0.14%
Acc: 75.50 ± 0.71%
Miss: 0.00 ± 0.00%","Cov: 24.79 ± 0.18%
Acc: 77.79 ± 0.45%
Miss: 0.19 ± 0.03%","Cov: 34.25 ± 0.18%
Acc: 75.02 ± 0.39%
Miss: 0.57 ± 0.04%","Cov: 44.72 ± 0.20%
Acc: 73.02 ± 0.41%
Miss: 0.64 ± 0.04%","Cov: 54.27 ± 0.20%
Acc: 71.84 ± 0.31%
Miss: 0.83 ± 0.05%","Cov: 63.77 ± 0.21%
Acc: 71.16 ± 0.34%
Miss: 0.98 ± 0.05%","Cov: 72.74 ± 0.20%
Acc: 69.98 ± 0.32%
Miss: 0.68 ± 0.04%","Cov: 81.74 ± 0.17%
Acc: 69.36 ± 0.35%
Miss: 0.53 ± 0.03%","Cov: 90.65 ± 0.12%
Acc: 68.84 ± 0.30%
Miss: 0.29 ± 0.03%","Cov: 94.98 ± 0.10%
Acc: 68.71 ± 0.30%
Miss: 0.06 ± 0.01%","Cov: 99.47 ± 0.03%
Acc: 68.86 ± 0.29%
Miss: 0.03 ± 0.01%"
Class_1,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 34.13 ± 0.43%
Acc: 94.92 ± 0.22%
Miss: 0.00 ± 0.00%","Cov: 35.46 ± 0.56%
Acc: 86.73 ± 3.44%
Miss: 0.00 ± 0.00%","Cov: 36.90 ± 0.55%
Acc: 82.26 ± 3.00%
Miss: 0.00 ± 0.00%","Cov: 38.51 ± 0.55%
Acc: 81.74 ± 0.80%
Miss: 0.00 ± 0.00%","Cov: 50.22 ± 0.27%
Acc: 82.05 ± 0.56%
Miss: 0.00 ± 0.00%","Cov: 60.77 ± 0.21%
Acc: 80.88 ± 0.53%
Miss: 0.00 ± 0.00%","Cov: 71.16 ± 0.18%
Acc: 79.73 ± 0.38%
Miss: 0.01 ± 0.00%","Cov: 81.10 ± 0.15%
Acc: 78.52 ± 0.30%
Miss: 0.03 ± 0.01%","Cov: 88.73 ± 0.14%
Acc: 77.88 ± 0.29%
Miss: 0.02 ± 0.01%","Cov: 93.82 ± 0.13%
Acc: 76.91 ± 0.39%
Miss: 0.02 ± 0.01%","Cov: 97.33 ± 0.07%
Acc: 76.16 ± 0.94%
Miss: 0.04 ± 0.01%","Cov: 99.44 ± 0.04%
Acc: 76.00 ± 0.46%
Miss: 0.00 ± 0.00%"
Class_2,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 9.56 ± 0.16%
Acc: 67.86 ± 1.32%
Miss: 0.00 ± 0.00%","Cov: 13.67 ± 0.22%
Acc: 73.80 ± 1.05%
Miss: 0.10 ± 0.03%","Cov: 23.18 ± 0.23%
Acc: 70.65 ± 1.04%
Miss: 0.42 ± 0.05%","Cov: 33.56 ± 0.23%
Acc: 72.45 ± 0.78%
Miss: 1.15 ± 0.08%","Cov: 43.61 ± 0.26%
Acc: 72.84 ± 0.60%
Miss: 1.81 ± 0.11%","Cov: 52.67 ± 0.31%
Acc: 70.26 ± 0.47%
Miss: 2.07 ± 0.11%","Cov: 63.26 ± 0.31%
Acc: 68.60 ± 0.38%
Miss: 1.94 ± 0.10%","Cov: 73.01 ± 0.26%
Acc: 66.46 ± 0.31%
Miss: 1.53 ± 0.09%","Cov: 82.69 ± 0.20%
Acc: 65.20 ± 0.33%
Miss: 0.99 ± 0.06%","Cov: 91.09 ± 0.19%
Acc: 64.58 ± 0.26%
Miss: 0.96 ± 0.06%","Cov: 95.83 ± 0.15%
Acc: 63.80 ± 0.28%
Miss: 0.37 ± 0.05%","Cov: 99.30 ± 0.06%
Acc: 63.10 ± 0.30%
Miss: 0.07 ± 0.02%"
Class_3,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 9.07 ± 0.19%
Acc: 75.78 ± 1.11%
Miss: 0.00 ± 0.00%","Cov: 12.04 ± 0.22%
Acc: 79.13 ± 0.95%
Miss: 0.10 ± 0.04%","Cov: 20.94 ± 0.27%
Acc: 78.00 ± 0.70%
Miss: 0.33 ± 0.06%","Cov: 31.12 ± 0.31%
Acc: 73.85 ± 0.67%
Miss: 0.82 ± 0.08%","Cov: 43.07 ± 0.36%
Acc: 73.23 ± 0.59%
Miss: 1.54 ± 0.10%","Cov: 52.89 ± 0.34%
Acc: 69.41 ± 0.62%
Miss: 1.82 ± 0.10%","Cov: 62.68 ± 0.28%
Acc: 67.31 ± 0.54%
Miss: 1.83 ± 0.11%","Cov: 73.33 ± 0.25%
Acc: 64.76 ± 0.50%
Miss: 1.21 ± 0.09%","Cov: 82.59 ± 0.28%
Acc: 62.64 ± 0.46%
Miss: 0.99 ± 0.06%","Cov: 91.43 ± 0.19%
Acc: 61.69 ± 0.44%
Miss: 0.75 ± 0.08%","Cov: 95.99 ± 0.16%
Acc: 60.93 ± 0.41%
Miss: 0.17 ± 0.04%","Cov: 99.39 ± 0.06%
Acc: 60.73 ± 0.39%
Miss: 0.00 ± 0.00%"
Class_4,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 18.36 ± 0.81%
Acc: 59.66 ± 2.57%
Miss: 0.00 ± 0.00%","Cov: 20.22 ± 0.84%
Acc: 54.01 ± 2.35%
Miss: 0.00 ± 0.00%","Cov: 28.03 ± 0.93%
Acc: 55.30 ± 1.83%
Miss: 0.06 ± 0.05%","Cov: 38.43 ± 0.96%
Acc: 61.43 ± 1.51%
Miss: 0.10 ± 0.09%","Cov: 48.00 ± 1.22%
Acc: 63.32 ± 1.35%
Miss: 0.07 ± 0.06%","Cov: 57.14 ± 1.15%
Acc: 64.18 ± 1.20%
Miss: 0.40 ± 0.15%","Cov: 67.18 ± 1.04%
Acc: 64.87 ± 1.10%
Miss: 0.24 ± 0.11%","Cov: 76.98 ± 0.84%
Acc: 65.15 ± 1.09%
Miss: 0.21 ± 0.09%","Cov: 85.36 ± 0.66%
Acc: 65.05 ± 1.02%
Miss: 0.16 ± 0.09%","Cov: 92.86 ± 0.59%
Acc: 65.17 ± 1.04%
Miss: 0.01 ± 0.02%","Cov: 97.11 ± 0.29%
Acc: 65.82 ± 1.04%
Miss: 0.00 ± 0.00%","Cov: 99.34 ± 0.18%
Acc: 66.05 ± 0.92%
Miss: 0.00 ± 0.00%"
Class_5,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 9.55 ± 0.14%
Acc: 78.69 ± 0.61%
Miss: 0.00 ± 0.00%","Cov: 11.48 ± 0.15%
Acc: 81.08 ± 0.58%
Miss: 0.16 ± 0.02%","Cov: 21.78 ± 0.20%
Acc: 84.07 ± 0.54%
Miss: 0.30 ± 0.03%","Cov: 33.52 ± 0.23%
Acc: 82.48 ± 0.41%
Miss: 0.44 ± 0.03%","Cov: 44.55 ± 0.25%
Acc: 80.04 ± 0.40%
Miss: 0.70 ± 0.05%","Cov: 56.16 ± 0.26%
Acc: 78.34 ± 0.34%
Miss: 0.99 ± 0.05%","Cov: 66.07 ± 0.24%
Acc: 76.87 ± 0.31%
Miss: 1.20 ± 0.05%","Cov: 74.50 ± 0.18%
Acc: 75.22 ± 0.26%
Miss: 0.85 ± 0.04%","Cov: 83.35 ± 0.15%
Acc: 73.84 ± 0.29%
Miss: 0.62 ± 0.05%","Cov: 90.67 ± 0.12%
Acc: 72.96 ± 0.30%
Miss: 0.27 ± 0.02%","Cov: 94.97 ± 0.10%
Acc: 72.83 ± 0.29%
Miss: 0.16 ± 0.02%","Cov: 99.19 ± 0.05%
Acc: 72.91 ± 0.29%
Miss: 0.06 ± 0.01%"
Class_6,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 31.74 ± 0.13%
Acc: 98.72 ± 0.06%
Miss: 0.00 ± 0.00%","Cov: 31.92 ± 0.13%
Acc: 98.17 ± 0.11%
Miss: 0.00 ± 0.00%","Cov: 32.20 ± 0.12%
Acc: 97.32 ± 0.12%
Miss: 0.00 ± 0.00%","Cov: 32.66 ± 0.12%
Acc: 95.98 ± 0.13%
Miss: 0.00 ± 0.00%","Cov: 42.51 ± 0.16%
Acc: 95.71 ± 0.12%
Miss: 0.00 ± 0.00%","Cov: 50.71 ± 0.17%
Acc: 95.14 ± 0.12%
Miss: 0.00 ± 0.00%","Cov: 61.04 ± 0.19%
Acc: 94.98 ± 0.11%
Miss: 0.00 ± 0.00%","Cov: 71.66 ± 0.19%
Acc: 94.81 ± 0.12%
Miss: 0.00 ± 0.00%","Cov: 82.10 ± 0.13%
Acc: 94.91 ± 0.10%
Miss: 0.00 ± 0.00%","Cov: 90.77 ± 0.07%
Acc: 94.88 ± 0.10%
Miss: 0.00 ± 0.00%","Cov: 94.83 ± 0.07%
Acc: 94.89 ± 0.10%
Miss: 0.00 ± 0.00%","Cov: 99.35 ± 0.04%
Acc: 94.86 ± 0.10%
Miss: 0.00 ± 0.00%"
Class_7,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 7.17 ± 0.10%
Acc: 69.07 ± 0.76%
Miss: 0.09 ± 0.02%","Cov: 11.58 ± 0.12%
Acc: 78.61 ± 0.51%
Miss: 0.40 ± 0.03%","Cov: 20.53 ± 0.15%
Acc: 81.57 ± 0.46%
Miss: 0.43 ± 0.04%","Cov: 34.61 ± 0.19%
Acc: 83.38 ± 0.41%
Miss: 0.94 ± 0.05%","Cov: 46.04 ± 0.21%
Acc: 81.31 ± 0.29%
Miss: 1.22 ± 0.06%","Cov: 55.22 ± 0.18%
Acc: 79.83 ± 0.29%
Miss: 1.62 ± 0.06%","Cov: 63.72 ± 0.20%
Acc: 78.16 ± 0.27%
Miss: 1.71 ± 0.07%","Cov: 73.02 ± 0.18%
Acc: 76.39 ± 0.26%
Miss: 1.22 ± 0.06%","Cov: 82.37 ± 0.15%
Acc: 75.37 ± 0.27%
Miss: 0.95 ± 0.04%","Cov: 90.80 ± 0.12%
Acc: 74.25 ± 0.26%
Miss: 0.55 ± 0.02%","Cov: 95.56 ± 0.12%
Acc: 73.79 ± 0.26%
Miss: 0.30 ± 0.02%","Cov: 99.21 ± 0.05%
Acc: 73.28 ± 0.26%
Miss: 0.06 ± 0.01%"
Class_8,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 12.58 ± 0.26%
Acc: 73.07 ± 1.27%
Miss: 0.00 ± 0.00%","Cov: 13.30 ± 0.27%
Acc: 68.99 ± 1.21%
Miss: 0.00 ± 0.00%","Cov: 22.13 ± 0.35%
Acc: 71.34 ± 0.86%
Miss: 0.43 ± 0.07%","Cov: 35.21 ± 0.51%
Acc: 72.39 ± 0.58%
Miss: 0.44 ± 0.09%","Cov: 47.20 ± 0.54%
Acc: 72.01 ± 0.66%
Miss: 0.72 ± 0.10%","Cov: 58.20 ± 0.50%
Acc: 70.60 ± 0.57%
Miss: 1.04 ± 0.10%","Cov: 68.50 ± 0.48%
Acc: 68.96 ± 0.55%
Miss: 1.03 ± 0.10%","Cov: 77.16 ± 0.42%
Acc: 66.97 ± 0.50%
Miss: 0.73 ± 0.09%","Cov: 85.22 ± 0.35%
Acc: 65.58 ± 0.54%
Miss: 0.66 ± 0.08%","Cov: 93.09 ± 0.27%
Acc: 64.24 ± 0.48%
Miss: 0.36 ± 0.06%","Cov: 96.25 ± 0.16%
Acc: 63.62 ± 0.49%
Miss: 0.16 ± 0.04%","Cov: 99.54 ± 0.09%
Acc: 63.22 ± 0.48%
Miss: 0.01 ± 0.01%"
