,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Total,"Cov: 39.21 ± 0.56%
Acc: 39.61 ± 0.72%","Cov: 39.21 ± 0.56%
Acc: 39.61 ± 0.72%","Cov: 39.21 ± 0.56%
Acc: 39.61 ± 0.72%","Cov: 57.90 ± 0.63%
Acc: 39.51 ± 0.60%","Cov: 64.97 ± 0.61%
Acc: 43.31 ± 0.57%","Cov: 67.64 ± 0.51%
Acc: 46.01 ± 0.51%","Cov: 71.09 ± 0.40%
Acc: 47.80 ± 0.51%","Cov: 73.98 ± 0.36%
Acc: 49.72 ± 0.49%","Cov: 79.07 ± 0.35%
Acc: 50.83 ± 0.50%","Cov: 87.81 ± 0.30%
Acc: 51.24 ± 0.47%","Cov: 92.84 ± 0.21%
Acc: 53.50 ± 0.44%","Cov: 95.65 ± 0.17%
Acc: 53.37 ± 0.44%","Cov: 97.25 ± 0.13%
Acc: 53.37 ± 0.43%"
Class_0,"Cov: 37.60 ± 1.23%
Acc: 16.42 ± 1.92%","Cov: 37.60 ± 1.23%
Acc: 16.42 ± 1.92%","Cov: 37.60 ± 1.23%
Acc: 16.42 ± 1.92%","Cov: 62.42 ± 1.30%
Acc: 26.81 ± 2.16%","Cov: 69.18 ± 1.27%
Acc: 30.38 ± 2.09%","Cov: 71.10 ± 1.20%
Acc: 32.08 ± 2.05%","Cov: 73.86 ± 1.13%
Acc: 32.46 ± 2.04%","Cov: 76.11 ± 1.04%
Acc: 32.86 ± 1.99%","Cov: 82.37 ± 0.90%
Acc: 38.00 ± 2.06%","Cov: 92.46 ± 0.62%
Acc: 42.54 ± 1.96%","Cov: 96.56 ± 0.27%
Acc: 41.33 ± 1.91%","Cov: 98.68 ± 0.13%
Acc: 42.35 ± 1.86%","Cov: 99.43 ± 0.07%
Acc: 43.11 ± 1.85%"
Class_1,"Cov: 51.18 ± 3.11%
Acc: 26.99 ± 3.87%","Cov: 51.18 ± 3.11%
Acc: 26.99 ± 3.87%","Cov: 51.18 ± 3.11%
Acc: 26.99 ± 3.87%","Cov: 71.95 ± 1.14%
Acc: 23.29 ± 2.50%","Cov: 76.45 ± 0.82%
Acc: 41.88 ± 2.91%","Cov: 77.98 ± 0.79%
Acc: 50.71 ± 1.00%","Cov: 80.54 ± 0.58%
Acc: 56.36 ± 0.82%","Cov: 82.07 ± 0.58%
Acc: 60.48 ± 0.76%","Cov: 84.55 ± 0.62%
Acc: 58.70 ± 0.76%","Cov: 90.80 ± 0.56%
Acc: 55.85 ± 0.73%","Cov: 94.53 ± 0.37%
Acc: 56.83 ± 0.87%","Cov: 97.44 ± 0.22%
Acc: 56.32 ± 0.95%","Cov: 98.84 ± 0.12%
Acc: 56.81 ± 0.99%"
Class_2,"Cov: 36.78 ± 0.70%
Acc: 18.67 ± 2.30%","Cov: 36.78 ± 0.70%
Acc: 18.67 ± 2.30%","Cov: 36.78 ± 0.70%
Acc: 18.67 ± 2.30%","Cov: 50.64 ± 0.81%
Acc: 16.97 ± 1.82%","Cov: 55.27 ± 0.85%
Acc: 16.14 ± 1.71%","Cov: 59.49 ± 0.74%
Acc: 28.40 ± 2.11%","Cov: 66.48 ± 0.81%
Acc: 37.14 ± 2.05%","Cov: 67.82 ± 0.82%
Acc: 35.24 ± 1.99%","Cov: 74.11 ± 0.89%
Acc: 37.36 ± 1.93%","Cov: 87.11 ± 0.69%
Acc: 42.70 ± 1.77%","Cov: 92.19 ± 0.58%
Acc: 40.54 ± 1.77%","Cov: 96.06 ± 0.43%
Acc: 40.93 ± 1.74%","Cov: 97.88 ± 0.32%
Acc: 40.85 ± 1.74%"
Class_3,"Cov: 44.10 ± 1.03%
Acc: 14.50 ± 1.38%","Cov: 44.10 ± 1.03%
Acc: 14.50 ± 1.38%","Cov: 44.10 ± 1.03%
Acc: 14.50 ± 1.38%","Cov: 65.64 ± 1.10%
Acc: 28.18 ± 1.71%","Cov: 72.35 ± 0.93%
Acc: 30.72 ± 1.71%","Cov: 74.22 ± 0.85%
Acc: 29.75 ± 1.61%","Cov: 77.00 ± 0.72%
Acc: 28.71 ± 1.54%","Cov: 78.72 ± 0.69%
Acc: 27.47 ± 1.52%","Cov: 82.76 ± 0.67%
Acc: 26.14 ± 1.48%","Cov: 91.54 ± 0.53%
Acc: 27.40 ± 1.40%","Cov: 97.06 ± 0.38%
Acc: 34.45 ± 1.51%","Cov: 99.06 ± 0.23%
Acc: 34.59 ± 1.56%","Cov: 99.65 ± 0.12%
Acc: 34.35 ± 1.58%"
Class_4,"Cov: 62.72 ± 1.21%
Acc: 56.12 ± 2.65%","Cov: 62.72 ± 1.21%
Acc: 56.12 ± 2.65%","Cov: 62.72 ± 1.21%
Acc: 56.12 ± 2.65%","Cov: 74.38 ± 1.04%
Acc: 45.28 ± 2.29%","Cov: 77.88 ± 0.98%
Acc: 42.29 ± 2.28%","Cov: 80.33 ± 0.84%
Acc: 43.06 ± 2.21%","Cov: 85.04 ± 0.66%
Acc: 46.04 ± 2.14%","Cov: 87.83 ± 0.56%
Acc: 46.62 ± 2.06%","Cov: 89.46 ± 0.50%
Acc: 43.41 ± 2.02%","Cov: 93.58 ± 0.36%
Acc: 41.47 ± 1.95%","Cov: 96.40 ± 0.29%
Acc: 41.93 ± 1.94%","Cov: 98.01 ± 0.24%
Acc: 41.61 ± 1.92%","Cov: 98.92 ± 0.20%
Acc: 41.45 ± 1.92%"
Class_5,"Cov: 50.33 ± 1.27%
Acc: 58.78 ± 2.85%","Cov: 50.33 ± 1.27%
Acc: 58.78 ± 2.85%","Cov: 50.33 ± 1.27%
Acc: 58.78 ± 2.85%","Cov: 78.90 ± 1.17%
Acc: 64.63 ± 2.14%","Cov: 83.95 ± 1.08%
Acc: 63.10 ± 2.09%","Cov: 84.55 ± 1.08%
Acc: 59.97 ± 2.07%","Cov: 85.11 ± 1.05%
Acc: 56.69 ± 2.11%","Cov: 86.08 ± 1.02%
Acc: 55.03 ± 2.14%","Cov: 90.25 ± 0.85%
Acc: 53.79 ± 2.18%","Cov: 95.26 ± 0.52%
Acc: 52.15 ± 2.14%","Cov: 96.89 ± 0.39%
Acc: 49.50 ± 2.11%","Cov: 97.84 ± 0.28%
Acc: 48.77 ± 2.12%","Cov: 98.47 ± 0.21%
Acc: 48.40 ± 2.14%"
Class_6,"Cov: 28.01 ± 2.14%
Acc: 75.32 ± 4.14%","Cov: 28.01 ± 2.14%
Acc: 75.32 ± 4.14%","Cov: 28.01 ± 2.14%
Acc: 75.32 ± 4.14%","Cov: 45.38 ± 2.42%
Acc: 67.75 ± 3.85%","Cov: 63.18 ± 1.83%
Acc: 77.72 ± 1.93%","Cov: 72.39 ± 0.92%
Acc: 83.11 ± 0.98%","Cov: 75.71 ± 0.79%
Acc: 84.06 ± 0.75%","Cov: 78.13 ± 0.74%
Acc: 84.67 ± 0.64%","Cov: 81.55 ± 0.69%
Acc: 84.63 ± 0.67%","Cov: 87.73 ± 0.48%
Acc: 85.62 ± 0.61%","Cov: 92.32 ± 0.28%
Acc: 90.29 ± 0.31%","Cov: 94.60 ± 0.28%
Acc: 90.66 ± 0.29%","Cov: 96.15 ± 0.28%
Acc: 90.80 ± 0.30%"
Class_7,"Cov: 27.02 ± 0.70%
Acc: 7.62 ± 1.09%","Cov: 27.02 ± 0.70%
Acc: 7.62 ± 1.09%","Cov: 27.02 ± 0.70%
Acc: 7.62 ± 1.09%","Cov: 40.53 ± 0.88%
Acc: 7.00 ± 0.88%","Cov: 45.75 ± 1.00%
Acc: 6.69 ± 0.82%","Cov: 49.15 ± 1.01%
Acc: 14.07 ± 1.31%","Cov: 55.41 ± 0.95%
Acc: 26.67 ± 1.98%","Cov: 59.19 ± 0.92%
Acc: 30.69 ± 2.17%","Cov: 67.72 ± 0.93%
Acc: 38.57 ± 2.28%","Cov: 85.49 ± 0.57%
Acc: 51.20 ± 2.02%","Cov: 89.41 ± 0.47%
Acc: 47.05 ± 1.98%","Cov: 93.31 ± 0.40%
Acc: 44.89 ± 1.92%","Cov: 95.97 ± 0.31%
Acc: 43.65 ± 1.86%"
Class_8,"Cov: 45.89 ± 1.16%
Acc: 26.21 ± 2.25%","Cov: 45.89 ± 1.16%
Acc: 26.21 ± 2.25%","Cov: 45.89 ± 1.16%
Acc: 26.21 ± 2.25%","Cov: 63.76 ± 1.28%
Acc: 18.90 ± 1.77%","Cov: 70.29 ± 1.21%
Acc: 24.26 ± 1.98%","Cov: 73.14 ± 1.08%
Acc: 30.51 ± 2.16%","Cov: 76.22 ± 0.81%
Acc: 32.25 ± 2.11%","Cov: 78.14 ± 0.72%
Acc: 32.17 ± 2.06%","Cov: 82.35 ± 0.53%
Acc: 32.24 ± 2.01%","Cov: 89.03 ± 0.39%
Acc: 33.82 ± 1.85%","Cov: 92.18 ± 0.30%
Acc: 35.46 ± 1.75%","Cov: 94.48 ± 0.31%
Acc: 37.43 ± 1.59%","Cov: 95.92 ± 0.32%
Acc: 38.39 ± 1.60%"
