,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Total,"Cov: 27.57 ± 0.69%
Acc: 59.10 ± 1.07%","Cov: 27.57 ± 0.69%
Acc: 59.10 ± 1.07%","Cov: 27.57 ± 0.69%
Acc: 59.10 ± 1.07%","Cov: 44.77 ± 0.84%
Acc: 56.44 ± 0.95%","Cov: 62.20 ± 0.92%
Acc: 55.08 ± 0.74%","Cov: 71.78 ± 0.69%
Acc: 57.51 ± 0.65%","Cov: 79.09 ± 0.47%
Acc: 59.74 ± 0.55%","Cov: 86.04 ± 0.36%
Acc: 58.90 ± 0.49%","Cov: 91.83 ± 0.28%
Acc: 57.61 ± 0.46%","Cov: 95.55 ± 0.18%
Acc: 58.94 ± 0.43%","Cov: 98.23 ± 0.10%
Acc: 61.19 ± 0.44%","Cov: 99.24 ± 0.06%
Acc: 61.95 ± 0.43%","Cov: 99.60 ± 0.05%
Acc: 62.00 ± 0.43%"
Class_0,"Cov: 40.91 ± 1.55%
Acc: 56.96 ± 2.82%","Cov: 40.91 ± 1.55%
Acc: 56.96 ± 2.82%","Cov: 40.91 ± 1.55%
Acc: 56.96 ± 2.82%","Cov: 67.48 ± 1.47%
Acc: 68.26 ± 2.17%","Cov: 80.37 ± 1.11%
Acc: 66.30 ± 2.11%","Cov: 84.49 ± 1.01%
Acc: 64.46 ± 2.07%","Cov: 86.90 ± 0.96%
Acc: 61.73 ± 2.06%","Cov: 91.32 ± 0.78%
Acc: 60.12 ± 2.01%","Cov: 95.63 ± 0.49%
Acc: 58.49 ± 1.95%","Cov: 97.49 ± 0.33%
Acc: 56.20 ± 1.95%","Cov: 99.14 ± 0.15%
Acc: 53.16 ± 2.05%","Cov: 99.78 ± 0.06%
Acc: 52.28 ± 2.07%","Cov: 99.94 ± 0.02%
Acc: 52.08 ± 2.06%"
Class_1,"Cov: 23.21 ± 2.12%
Acc: 58.27 ± 6.53%","Cov: 23.21 ± 2.12%
Acc: 58.27 ± 6.53%","Cov: 23.21 ± 2.12%
Acc: 58.27 ± 6.53%","Cov: 33.56 ± 2.11%
Acc: 49.16 ± 4.31%","Cov: 58.98 ± 2.67%
Acc: 58.22 ± 2.46%","Cov: 66.79 ± 2.27%
Acc: 57.64 ± 2.10%","Cov: 71.05 ± 2.18%
Acc: 55.63 ± 2.00%","Cov: 77.59 ± 1.90%
Acc: 52.08 ± 1.63%","Cov: 84.64 ± 1.83%
Acc: 47.86 ± 1.53%","Cov: 91.77 ± 0.79%
Acc: 49.79 ± 1.01%","Cov: 97.03 ± 0.35%
Acc: 63.91 ± 1.66%","Cov: 98.65 ± 0.24%
Acc: 64.11 ± 1.67%","Cov: 99.50 ± 0.13%
Acc: 64.18 ± 1.71%"
Class_2,"Cov: 36.04 ± 1.25%
Acc: 42.26 ± 3.72%","Cov: 36.04 ± 1.25%
Acc: 42.26 ± 3.72%","Cov: 36.04 ± 1.25%
Acc: 42.26 ± 3.72%","Cov: 55.06 ± 1.28%
Acc: 44.04 ± 3.06%","Cov: 69.35 ± 1.07%
Acc: 44.24 ± 2.52%","Cov: 74.90 ± 0.95%
Acc: 42.70 ± 2.34%","Cov: 79.73 ± 0.84%
Acc: 44.55 ± 2.20%","Cov: 86.04 ± 0.75%
Acc: 45.93 ± 2.09%","Cov: 92.29 ± 0.63%
Acc: 47.39 ± 2.07%","Cov: 96.48 ± 0.37%
Acc: 48.80 ± 2.05%","Cov: 98.43 ± 0.22%
Acc: 46.13 ± 1.98%","Cov: 99.33 ± 0.12%
Acc: 45.04 ± 1.96%","Cov: 99.71 ± 0.07%
Acc: 44.77 ± 1.96%"
Class_3,"Cov: 42.40 ± 1.48%
Acc: 70.46 ± 2.73%","Cov: 42.40 ± 1.48%
Acc: 70.46 ± 2.73%","Cov: 42.40 ± 1.48%
Acc: 70.46 ± 2.73%","Cov: 62.68 ± 1.33%
Acc: 67.59 ± 2.46%","Cov: 77.28 ± 0.96%
Acc: 62.43 ± 2.38%","Cov: 82.05 ± 0.82%
Acc: 58.20 ± 2.42%","Cov: 84.94 ± 0.74%
Acc: 52.12 ± 2.46%","Cov: 89.97 ± 0.58%
Acc: 49.35 ± 2.41%","Cov: 94.90 ± 0.34%
Acc: 47.26 ± 2.34%","Cov: 97.18 ± 0.21%
Acc: 43.62 ± 2.31%","Cov: 98.83 ± 0.11%
Acc: 39.96 ± 2.20%","Cov: 99.51 ± 0.06%
Acc: 38.27 ± 2.17%","Cov: 99.75 ± 0.04%
Acc: 37.67 ± 2.13%"
Class_4,"Cov: 41.69 ± 1.56%
Acc: 53.93 ± 4.30%","Cov: 41.69 ± 1.56%
Acc: 53.93 ± 4.30%","Cov: 41.69 ± 1.56%
Acc: 53.93 ± 4.30%","Cov: 55.40 ± 1.87%
Acc: 40.69 ± 3.64%","Cov: 69.14 ± 1.79%
Acc: 32.41 ± 2.90%","Cov: 76.19 ± 1.52%
Acc: 37.48 ± 2.89%","Cov: 80.93 ± 1.36%
Acc: 40.89 ± 2.88%","Cov: 86.95 ± 1.14%
Acc: 37.78 ± 2.57%","Cov: 92.91 ± 0.81%
Acc: 34.98 ± 2.41%","Cov: 96.74 ± 0.42%
Acc: 38.76 ± 2.43%","Cov: 99.29 ± 0.10%
Acc: 47.20 ± 2.54%","Cov: 99.73 ± 0.06%
Acc: 46.88 ± 2.53%","Cov: 99.87 ± 0.04%
Acc: 46.78 ± 2.55%"
Class_5,"Cov: 39.61 ± 1.70%
Acc: 70.01 ± 2.76%","Cov: 39.61 ± 1.70%
Acc: 70.01 ± 2.76%","Cov: 39.61 ± 1.70%
Acc: 70.01 ± 2.76%","Cov: 53.18 ± 1.87%
Acc: 54.93 ± 2.92%","Cov: 67.81 ± 1.63%
Acc: 50.13 ± 2.61%","Cov: 73.93 ± 1.39%
Acc: 48.75 ± 2.49%","Cov: 78.97 ± 1.16%
Acc: 48.22 ± 2.38%","Cov: 85.35 ± 0.88%
Acc: 47.52 ± 2.28%","Cov: 91.11 ± 0.66%
Acc: 45.85 ± 2.12%","Cov: 94.90 ± 0.46%
Acc: 46.26 ± 2.03%","Cov: 98.13 ± 0.23%
Acc: 51.34 ± 2.16%","Cov: 99.29 ± 0.11%
Acc: 55.17 ± 2.27%","Cov: 99.73 ± 0.06%
Acc: 56.01 ± 2.29%"
Class_6,"Cov: 24.53 ± 2.25%
Acc: 89.64 ± 2.64%","Cov: 24.53 ± 2.25%
Acc: 89.64 ± 2.64%","Cov: 24.53 ± 2.25%
Acc: 89.64 ± 2.64%","Cov: 35.87 ± 2.22%
Acc: 83.87 ± 3.32%","Cov: 52.51 ± 2.80%
Acc: 79.22 ± 2.52%","Cov: 70.44 ± 1.77%
Acc: 82.86 ± 1.56%","Cov: 82.87 ± 1.05%
Acc: 85.92 ± 0.96%","Cov: 89.23 ± 0.70%
Acc: 86.30 ± 0.70%","Cov: 93.24 ± 0.53%
Acc: 85.64 ± 0.59%","Cov: 96.76 ± 0.25%
Acc: 90.23 ± 0.31%","Cov: 98.92 ± 0.15%
Acc: 92.74 ± 0.19%","Cov: 99.57 ± 0.09%
Acc: 94.12 ± 0.17%","Cov: 99.83 ± 0.05%
Acc: 94.45 ± 0.20%"
Class_7,"Cov: 17.07 ± 1.72%
Acc: 11.40 ± 2.29%","Cov: 17.07 ± 1.72%
Acc: 11.40 ± 2.29%","Cov: 17.07 ± 1.72%
Acc: 11.40 ± 2.29%","Cov: 32.83 ± 2.43%
Acc: 12.39 ± 1.78%","Cov: 51.10 ± 2.84%
Acc: 9.21 ± 1.22%","Cov: 64.60 ± 2.29%
Acc: 28.17 ± 2.11%","Cov: 78.43 ± 1.21%
Acc: 51.96 ± 2.34%","Cov: 84.67 ± 1.02%
Acc: 49.30 ± 2.21%","Cov: 92.07 ± 0.72%
Acc: 53.02 ± 2.06%","Cov: 96.66 ± 0.33%
Acc: 58.07 ± 1.98%","Cov: 98.81 ± 0.15%
Acc: 55.81 ± 1.97%","Cov: 99.67 ± 0.07%
Acc: 56.04 ± 1.97%","Cov: 99.90 ± 0.04%
Acc: 55.94 ± 1.98%"
Class_8,"Cov: 34.11 ± 1.45%
Acc: 66.99 ± 2.59%","Cov: 34.11 ± 1.45%
Acc: 66.99 ± 2.59%","Cov: 34.11 ± 1.45%
Acc: 66.99 ± 2.59%","Cov: 48.10 ± 1.62%
Acc: 57.77 ± 2.50%","Cov: 60.77 ± 1.48%
Acc: 46.99 ± 2.51%","Cov: 66.98 ± 1.42%
Acc: 43.09 ± 2.45%","Cov: 74.09 ± 1.30%
Acc: 44.20 ± 2.30%","Cov: 82.01 ± 1.10%
Acc: 44.51 ± 2.12%","Cov: 88.32 ± 0.90%
Acc: 42.22 ± 2.04%","Cov: 93.28 ± 0.65%
Acc: 42.41 ± 2.00%","Cov: 96.65 ± 0.39%
Acc: 40.94 ± 1.91%","Cov: 98.06 ± 0.26%
Acc: 40.34 ± 1.89%","Cov: 98.72 ± 0.21%
Acc: 40.32 ± 1.86%"
